31.1515 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
212.8668 	EXP 	fixation: autoDraw = False
212.8668 	EXP 	grating: autoDraw = False
212.8668 	EXP 	grating: ori = 0.0
212.8668 	EXP 	fixation: autoDraw = True
213.8672 	EXP 	fixation: autoDraw = False
213.8672 	EXP 	grating: autoDraw = True
214.1665 	EXP 	grating: autoDraw = False
214.2694 	EXP 	New trial (rep=61, index=0): None
214.2705 	DATA 	Keypress: down
214.2828 	EXP 	fixation: autoDraw = False
214.2828 	EXP 	grating: autoDraw = False
214.2828 	EXP 	grating: ori = -4.0
214.2828 	EXP 	fixation: autoDraw = True
215.2832 	EXP 	fixation: autoDraw = False
215.2832 	EXP 	grating: autoDraw = True
215.5832 	EXP 	grating: autoDraw = False
215.6352 	EXP 	New trial (rep=62, index=0): None
215.6364 	DATA 	Keypress: up
215.6497 	EXP 	fixation: autoDraw = False
215.6497 	EXP 	grating: autoDraw = False
215.6497 	EXP 	grating: ori = -1.0
215.6497 	EXP 	fixation: autoDraw = True
216.6497 	EXP 	fixation: autoDraw = False
216.6497 	EXP 	grating: autoDraw = True
216.9493 	EXP 	grating: autoDraw = False
216.9681 	EXP 	New trial (rep=63, index=0): None
216.9691 	DATA 	Keypress: up
216.9829 	EXP 	fixation: autoDraw = False
216.9829 	EXP 	grating: autoDraw = False
216.9829 	EXP 	grating: ori = 0.0
216.9829 	EXP 	fixation: autoDraw = True
217.9825 	EXP 	fixation: autoDraw = False
217.9825 	EXP 	grating: autoDraw = True
218.2824 	EXP 	grating: autoDraw = False
218.4346 	EXP 	New trial (rep=64, index=0): None
218.4360 	DATA 	Keypress: up
218.4490 	EXP 	fixation: autoDraw = False
218.4490 	EXP 	grating: autoDraw = False
218.4490 	EXP 	grating: ori = 0.0
218.4490 	EXP 	fixation: autoDraw = True
219.4487 	EXP 	fixation: autoDraw = False
219.4487 	EXP 	grating: autoDraw = True
219.7488 	EXP 	grating: autoDraw = False
219.7843 	EXP 	New trial (rep=65, index=0): None
219.7855 	DATA 	Keypress: up
219.7985 	EXP 	fixation: autoDraw = False
219.7985 	EXP 	grating: autoDraw = False
219.7985 	EXP 	grating: ori = 0.0
219.7985 	EXP 	fixation: autoDraw = True
220.7985 	EXP 	fixation: autoDraw = False
220.7985 	EXP 	grating: autoDraw = True
221.0988 	EXP 	grating: autoDraw = False
221.3341 	EXP 	New trial (rep=66, index=0): None
221.3352 	DATA 	Keypress: up
221.3485 	EXP 	fixation: autoDraw = False
221.3485 	EXP 	grating: autoDraw = False
221.3485 	EXP 	grating: ori = 2.0
221.3485 	EXP 	fixation: autoDraw = True
222.3486 	EXP 	fixation: autoDraw = False
222.3486 	EXP 	grating: autoDraw = True
222.6479 	EXP 	grating: autoDraw = False
223.1672 	EXP 	New trial (rep=67, index=0): None
223.1685 	DATA 	Keypress: down
223.1809 	EXP 	fixation: autoDraw = False
223.1809 	EXP 	grating: autoDraw = False
223.1809 	EXP 	grating: ori = -1.0
223.1809 	EXP 	fixation: autoDraw = True
224.1806 	EXP 	fixation: autoDraw = False
224.1806 	EXP 	grating: autoDraw = True
224.4801 	EXP 	grating: autoDraw = False
224.7672 	EXP 	New trial (rep=68, index=0): None
224.7685 	DATA 	Keypress: up
224.7804 	EXP 	fixation: autoDraw = False
224.7804 	EXP 	grating: autoDraw = False
224.7804 	EXP 	grating: ori = 0.0
224.7804 	EXP 	fixation: autoDraw = True
225.7806 	EXP 	fixation: autoDraw = False
225.7806 	EXP 	grating: autoDraw = True
226.0803 	EXP 	grating: autoDraw = False
226.4000 	EXP 	New trial (rep=69, index=0): None
226.4011 	DATA 	Keypress: up
226.4140 	EXP 	fixation: autoDraw = False
226.4140 	EXP 	grating: autoDraw = False
226.4140 	EXP 	grating: ori = 3.0
226.4140 	EXP 	fixation: autoDraw = True
227.4135 	EXP 	fixation: autoDraw = False
227.4135 	EXP 	grating: autoDraw = True
227.7133 	EXP 	grating: autoDraw = False
227.8323 	EXP 	New trial (rep=70, index=0): None
227.8338 	DATA 	Keypress: up
227.8466 	EXP 	fixation: autoDraw = False
227.8466 	EXP 	grating: autoDraw = False
227.8466 	EXP 	grating: ori = -5.0
227.8466 	EXP 	fixation: autoDraw = True
228.8467 	EXP 	fixation: autoDraw = False
228.8467 	EXP 	grating: autoDraw = True
229.1465 	EXP 	grating: autoDraw = False
229.4476 	DATA 	Keypress: up
229.4653 	EXP 	New trial (rep=71, index=0): None
229.4795 	EXP 	fixation: autoDraw = False
229.4795 	EXP 	grating: autoDraw = False
229.4795 	EXP 	grating: ori = 0.0
229.4795 	EXP 	fixation: autoDraw = True
230.4792 	EXP 	fixation: autoDraw = False
230.4792 	EXP 	grating: autoDraw = True
230.7789 	EXP 	grating: autoDraw = False
230.9150 	EXP 	New trial (rep=72, index=0): None
230.9162 	DATA 	Keypress: up
230.9294 	EXP 	fixation: autoDraw = False
230.9294 	EXP 	grating: autoDraw = False
230.9294 	EXP 	grating: ori = 4.0
230.9294 	EXP 	fixation: autoDraw = True
231.9289 	EXP 	fixation: autoDraw = False
231.9289 	EXP 	grating: autoDraw = True
232.2289 	EXP 	grating: autoDraw = False
232.5809 	EXP 	New trial (rep=73, index=0): None
232.5817 	DATA 	Keypress: down
232.5956 	EXP 	fixation: autoDraw = False
232.5956 	EXP 	grating: autoDraw = False
232.5956 	EXP 	grating: ori = 0.0
232.5956 	EXP 	fixation: autoDraw = True
233.5955 	EXP 	fixation: autoDraw = False
233.5955 	EXP 	grating: autoDraw = True
233.8951 	EXP 	grating: autoDraw = False
234.0810 	EXP 	New trial (rep=74, index=0): None
234.0824 	DATA 	Keypress: up
234.0952 	EXP 	fixation: autoDraw = False
234.0952 	EXP 	grating: autoDraw = False
234.0952 	EXP 	grating: ori = 0.0
234.0952 	EXP 	fixation: autoDraw = True
235.0948 	EXP 	fixation: autoDraw = False
235.0948 	EXP 	grating: autoDraw = True
235.3949 	EXP 	grating: autoDraw = False
235.7131 	EXP 	New trial (rep=75, index=0): None
235.7141 	DATA 	Keypress: up
235.7280 	EXP 	fixation: autoDraw = False
235.7280 	EXP 	grating: autoDraw = False
235.7280 	EXP 	grating: ori = 0.0
235.7280 	EXP 	fixation: autoDraw = True
236.7278 	EXP 	fixation: autoDraw = False
236.7278 	EXP 	grating: autoDraw = True
237.0278 	EXP 	grating: autoDraw = False
237.2294 	EXP 	New trial (rep=76, index=0): None
237.2304 	DATA 	Keypress: up
237.2445 	EXP 	fixation: autoDraw = False
237.2445 	EXP 	grating: autoDraw = False
237.2445 	EXP 	grating: ori = 0.0
237.2445 	EXP 	fixation: autoDraw = True
238.2441 	EXP 	fixation: autoDraw = False
238.2441 	EXP 	grating: autoDraw = True
238.5441 	EXP 	grating: autoDraw = False
238.7954 	EXP 	New trial (rep=77, index=0): None
238.7963 	DATA 	Keypress: up
238.8107 	EXP 	fixation: autoDraw = False
238.8107 	EXP 	grating: autoDraw = False
238.8107 	EXP 	grating: ori = -1.0
238.8107 	EXP 	fixation: autoDraw = True
239.8102 	EXP 	fixation: autoDraw = False
239.8102 	EXP 	grating: autoDraw = True
240.1101 	EXP 	grating: autoDraw = False
240.9282 	EXP 	New trial (rep=78, index=0): None
240.9293 	DATA 	Keypress: up
240.9437 	EXP 	fixation: autoDraw = False
240.9437 	EXP 	grating: autoDraw = False
240.9437 	EXP 	grating: ori = -5.0
240.9437 	EXP 	fixation: autoDraw = True
241.9434 	EXP 	fixation: autoDraw = False
241.9434 	EXP 	grating: autoDraw = True
242.2434 	EXP 	grating: autoDraw = False
242.6451 	EXP 	New trial (rep=79, index=0): None
242.6462 	DATA 	Keypress: down
242.6596 	EXP 	fixation: autoDraw = False
242.6596 	EXP 	grating: autoDraw = False
242.6596 	EXP 	grating: ori = -3.0
242.6596 	EXP 	fixation: autoDraw = True
243.6599 	EXP 	fixation: autoDraw = False
243.6599 	EXP 	grating: autoDraw = True
243.9593 	EXP 	grating: autoDraw = False
244.0954 	EXP 	New trial (rep=80, index=0): None
244.0967 	DATA 	Keypress: down
244.1093 	EXP 	fixation: autoDraw = False
244.1093 	EXP 	grating: autoDraw = False
244.1093 	EXP 	grating: ori = -5.0
244.1093 	EXP 	fixation: autoDraw = True
245.1089 	EXP 	fixation: autoDraw = False
245.1089 	EXP 	grating: autoDraw = True
245.4089 	EXP 	grating: autoDraw = False
245.7944 	EXP 	New trial (rep=81, index=0): None
245.7954 	DATA 	Keypress: up
245.8090 	EXP 	fixation: autoDraw = False
245.8090 	EXP 	grating: autoDraw = False
245.8090 	EXP 	grating: ori = 0.0
245.8090 	EXP 	fixation: autoDraw = True
246.8081 	EXP 	fixation: autoDraw = False
246.8081 	EXP 	grating: autoDraw = True
247.1087 	EXP 	grating: autoDraw = False
247.3440 	EXP 	New trial (rep=82, index=0): None
247.3450 	DATA 	Keypress: up
247.3584 	EXP 	fixation: autoDraw = False
247.3584 	EXP 	grating: autoDraw = False
247.3584 	EXP 	grating: ori = 0.0
247.3584 	EXP 	fixation: autoDraw = True
247.8928 	DATA 	Keypress: down
248.3582 	EXP 	fixation: autoDraw = False
248.3582 	EXP 	grating: autoDraw = True
248.6575 	EXP 	grating: autoDraw = False
249.2602 	EXP 	New trial (rep=83, index=0): None
249.2612 	DATA 	Keypress: up
249.2747 	EXP 	fixation: autoDraw = False
249.2747 	EXP 	grating: autoDraw = False
249.2747 	EXP 	grating: ori = 0.0
249.2747 	EXP 	fixation: autoDraw = True
250.2747 	EXP 	fixation: autoDraw = False
250.2747 	EXP 	grating: autoDraw = True
250.5740 	EXP 	grating: autoDraw = False
250.9096 	EXP 	New trial (rep=84, index=0): None
250.9105 	DATA 	Keypress: up
250.9248 	EXP 	fixation: autoDraw = False
250.9248 	EXP 	grating: autoDraw = False
250.9248 	EXP 	grating: ori = 0.0
250.9248 	EXP 	fixation: autoDraw = True
251.9243 	EXP 	fixation: autoDraw = False
251.9243 	EXP 	grating: autoDraw = True
252.2239 	EXP 	grating: autoDraw = False
252.3260 	EXP 	New trial (rep=85, index=0): None
252.3268 	DATA 	Keypress: down
252.3407 	EXP 	fixation: autoDraw = False
252.3407 	EXP 	grating: autoDraw = False
252.3407 	EXP 	grating: ori = 0.0
252.3407 	EXP 	fixation: autoDraw = True
253.3400 	EXP 	fixation: autoDraw = False
253.3400 	EXP 	grating: autoDraw = True
253.6401 	EXP 	grating: autoDraw = False
254.0592 	EXP 	New trial (rep=86, index=0): None
254.0602 	DATA 	Keypress: up
254.0734 	EXP 	fixation: autoDraw = False
254.0734 	EXP 	grating: autoDraw = False
254.0734 	EXP 	grating: ori = -2.0
254.0734 	EXP 	fixation: autoDraw = True
255.0733 	EXP 	fixation: autoDraw = False
255.0733 	EXP 	grating: autoDraw = True
255.3732 	EXP 	grating: autoDraw = False
255.7916 	EXP 	New trial (rep=87, index=0): None
255.7928 	DATA 	Keypress: up
255.8066 	EXP 	fixation: autoDraw = False
255.8066 	EXP 	grating: autoDraw = False
255.8066 	EXP 	grating: ori = 0.0
255.8066 	EXP 	fixation: autoDraw = True
256.8064 	EXP 	fixation: autoDraw = False
256.8064 	EXP 	grating: autoDraw = True
257.1060 	EXP 	grating: autoDraw = False
257.2590 	EXP 	New trial (rep=88, index=0): None
257.2600 	DATA 	Keypress: up
257.2726 	EXP 	fixation: autoDraw = False
257.2726 	EXP 	grating: autoDraw = False
257.2726 	EXP 	grating: ori = -5.0
257.2726 	EXP 	fixation: autoDraw = True
258.2727 	EXP 	fixation: autoDraw = False
258.2727 	EXP 	grating: autoDraw = True
258.5726 	EXP 	grating: autoDraw = False
258.7079 	EXP 	New trial (rep=89, index=0): None
258.7088 	DATA 	Keypress: up
258.7232 	EXP 	fixation: autoDraw = False
258.7232 	EXP 	grating: autoDraw = False
258.7232 	EXP 	grating: ori = 0.0
258.7232 	EXP 	fixation: autoDraw = True
259.7217 	EXP 	fixation: autoDraw = False
259.7217 	EXP 	grating: autoDraw = True
260.0221 	EXP 	grating: autoDraw = False
260.1414 	EXP 	New trial (rep=90, index=0): None
260.1424 	DATA 	Keypress: up
260.1549 	EXP 	fixation: autoDraw = False
260.1549 	EXP 	grating: autoDraw = False
260.1549 	EXP 	grating: ori = -3.0
260.1549 	EXP 	fixation: autoDraw = True
261.1548 	EXP 	fixation: autoDraw = False
261.1548 	EXP 	grating: autoDraw = True
261.4551 	EXP 	grating: autoDraw = False
261.5739 	EXP 	New trial (rep=91, index=0): None
261.5749 	DATA 	Keypress: up
261.5885 	EXP 	fixation: autoDraw = False
261.5885 	EXP 	grating: autoDraw = False
261.5885 	EXP 	grating: ori = -5.0
261.5885 	EXP 	fixation: autoDraw = True
262.5879 	EXP 	fixation: autoDraw = False
262.5879 	EXP 	grating: autoDraw = True
262.8880 	EXP 	grating: autoDraw = False
263.1069 	EXP 	New trial (rep=92, index=0): None
263.1080 	DATA 	Keypress: up
263.1218 	EXP 	fixation: autoDraw = False
263.1218 	EXP 	grating: autoDraw = False
263.1218 	EXP 	grating: ori = 4.0
263.1218 	EXP 	fixation: autoDraw = True
264.1213 	EXP 	fixation: autoDraw = False
264.1213 	EXP 	grating: autoDraw = True
264.4216 	EXP 	grating: autoDraw = False
264.7066 	EXP 	New trial (rep=93, index=0): None
264.7078 	DATA 	Keypress: down
264.7210 	EXP 	fixation: autoDraw = False
264.7210 	EXP 	grating: autoDraw = False
264.7210 	EXP 	grating: ori = 0.0
264.7210 	EXP 	fixation: autoDraw = True
265.7205 	EXP 	fixation: autoDraw = False
265.7205 	EXP 	grating: autoDraw = True
266.0207 	EXP 	grating: autoDraw = False
266.3898 	EXP 	New trial (rep=94, index=0): None
266.3910 	DATA 	Keypress: up
266.4038 	EXP 	fixation: autoDraw = False
266.4038 	EXP 	grating: autoDraw = False
266.4038 	EXP 	grating: ori = -4.0
266.4038 	EXP 	fixation: autoDraw = True
267.4036 	EXP 	fixation: autoDraw = False
267.4036 	EXP 	grating: autoDraw = True
267.7033 	EXP 	grating: autoDraw = False
268.0551 	EXP 	New trial (rep=95, index=0): None
268.0561 	DATA 	Keypress: up
268.0700 	EXP 	fixation: autoDraw = False
268.0700 	EXP 	grating: autoDraw = False
268.0700 	EXP 	grating: ori = -2.0
268.0700 	EXP 	fixation: autoDraw = True
269.0696 	EXP 	fixation: autoDraw = False
269.0696 	EXP 	grating: autoDraw = True
269.3695 	EXP 	grating: autoDraw = False
269.4385 	EXP 	New trial (rep=96, index=0): None
269.4394 	DATA 	Keypress: up
269.4528 	EXP 	fixation: autoDraw = False
269.4528 	EXP 	grating: autoDraw = False
269.4528 	EXP 	grating: ori = 0.0
269.4528 	EXP 	fixation: autoDraw = True
270.4525 	EXP 	fixation: autoDraw = False
270.4525 	EXP 	grating: autoDraw = True
270.7529 	EXP 	grating: autoDraw = False
270.8541 	DATA 	Keypress: up
270.8717 	EXP 	New trial (rep=97, index=0): None
270.8859 	EXP 	fixation: autoDraw = False
270.8859 	EXP 	grating: autoDraw = False
270.8859 	EXP 	grating: ori = 2.0
270.8859 	EXP 	fixation: autoDraw = True
271.8858 	EXP 	fixation: autoDraw = False
271.8858 	EXP 	grating: autoDraw = True
272.1862 	EXP 	grating: autoDraw = False
272.9042 	EXP 	New trial (rep=98, index=0): None
272.9053 	DATA 	Keypress: up
272.9187 	EXP 	fixation: autoDraw = False
272.9187 	EXP 	grating: autoDraw = False
272.9187 	EXP 	grating: ori = 0.0
272.9187 	EXP 	fixation: autoDraw = True
273.9188 	EXP 	fixation: autoDraw = False
273.9188 	EXP 	grating: autoDraw = True
274.2183 	EXP 	grating: autoDraw = False
274.4039 	EXP 	New trial (rep=99, index=0): None
274.4049 	DATA 	Keypress: up
274.4184 	EXP 	fixation: autoDraw = False
274.4184 	EXP 	grating: autoDraw = False
274.4184 	EXP 	grating: ori = 0.0
274.4184 	EXP 	fixation: autoDraw = True
275.4180 	EXP 	fixation: autoDraw = False
275.4180 	EXP 	grating: autoDraw = True
275.7179 	EXP 	grating: autoDraw = False
276.3192 	DATA 	Keypress: down
276.3513 	EXP 	fixation: autoDraw = False
276.3513 	EXP 	grating: autoDraw = False
276.5944 	EXP 	window1: mouseVisible = True
